oem_field,brend_field,name_field,weight_field,volume_field
02M311101AE,vag,WELLE,0.0,3.817
02M311101AP,vag,WELLE,0.0,3.448
02M311103K,vag,WELLE,0.0,2.009
02M311187A,vag,RING,0.0,0.004
02M311187B,vag,RING,0.0,0.004
02M311187C,vag,RING,0.0,0.004
02M311187D,vag,RING,0.0,0.004
02M311187E,vag,RING,0.0,0.004
02M311187F,vag,RING,0.0,0.004
02M311187G,vag,RING,0.0,0.004
02M311247B,vag,SYNCHRONRI,0.0,0.08
02M311269G,vag,SYNCHRONRI,0.0,0.077
02M311277B,vag,SYNCHRONRI,0.0,0.045
02M311470A,vag,HUELSE,0.0,0.119
02M311562N,vag,SCHALTSTAN,0.0,0.755
02M311577A,vag,SCHALTSTAN,0.0,0.125
02M311919A,vag,HALTERING,0.0,0.0077
02M409057A,vag,SCHRAUBE,0.0,0.039
02M409170A,vag,ANL.SCHEIB,0.0,0.018
02M409203,vag,DICHTRING,0.0,0.002
02M409273A,vag,FLANSCH,0.0,0.878
02M409273D,vag,FLANSCH,0.0,0.876
02M409343D,vag,FLANWELLE,0.0,1.299
02M409351A,vag,FLANWELLE,0.0,2.252
02M409351H,vag,FLANWELLE,0.0,2.576
02M409351K,vag,FLANWELLE,0.0,2.576
02M409351M,vag,FLANWELLE,0.0,2.638
02M409374A,vag,KEGELRING,0.0,0.012
02M409375,vag,SCHUTZRING,0.0,0.0068
02M409375A,vag,SCHUTZRING,0.0,0.0063
02M409378A,vag,SCHEIBE,0.0,0.011
02M409464,vag,DICHTRING,0.0,0.005
02M409637,vag,DICHTRING,0.0,0.0006
02M409903,vag,TRAEGER,0.0,0.56
02M409905AH,vag,TRAEGER,0.0,0.502
02M409905AQ,vag,TRAEGER,0.0,0.391
02M409905R,vag,TRAEGER,0.0,0.408
02M517185A,vag,LAGER,0.0,0.309
02N409203A,vag,DICHTRING,0.0,0.003
02N409203B,vag,DICHTRING,0.0,0.005
02N409335E,vag,LAGER,0.0,0.409
02N409344F,vag,FLANWELLE,0.0,3.052
02N409374,vag,KEGELRING,0.0,0.013
02N409379,vag,DRUCKFEDER,0.0,0.043
02Q301211,vag,DECKEL,0.0,0.023
02Q409375,vag,SCHUTZRING,0.0,0.008
02Q409375A,vag,SCHUTZRING,0.0,0.0063
02S311158N,vag,SCHALTRAD,0.0,0.683
02S311228C,vag,NADELLAGER,0.0,0.116
02S311241C,vag,SYNCHRONKO,0.0,0.66
02S311295B,vag,SYNCHRONRI,0.0,0.07
02S311375E,vag,HUELSE,0.0,0.184
02S311376C,vag,HUELSE,0.0,0.148
02T141153F,vag,HEBEL,0.0,0.436
02T301192C,vag,HUELSE,0.0,0.044
02T301215A,vag,DICHTUNG,0.0,0.045
02T301215H,vag,DICHTUNG,0.0,0.045
02T311103AK,vag,WELLE,0.0,1.473
02T311113A,vag,DICHTRING,0.0,0.01
02T311158AP,vag,SCHALTRAD,0.0,0.58
02T311158N,vag,SCHALTRAD,0.0,0.512
02T311247D,vag,SYNCHRONRI,0.0,0.063
02T311265C,vag,NADELLAGER,0.0,0.026
02T311269F,vag,SYNCHRONRI,0.0,0.075
02T311361A,vag,ZAHNRAD,0.0,0.276
02T311373G,vag,HUELSE,0.0,0.182
02T311373L,vag,HUELSE,0.0,0.208
02T311375K,vag,HUELSE,0.0,0.14
02T311669K,vag,SCHALTSEGM,0.0,0.0125
02T311669M,vag,SCHALTSEGM,0.0,0.057
02T409189K,vag,DICHTRING,0.0,0.018
02T409189N,vag,DICHTRING,0.0,0.02
02T945415P,vag,SCHALTER,0.0,0.0385
02U311122G,vag,INNENRING,0.0,0.091
02U311132F,vag,NADELLAGER,0.0,0.085
02U311349K,vag,SCHALTRAD,0.0,0.579
02U311562G,vag,GABEL,0.0,0.188
02W525118,vag,WINKEL,0.0,0.009
02W525641A,vag,STELLELEME,0.0,0.167
02W598549A,vag,REP.SATZ,0.0,0.443
02X301319,vag,HUELSE,0.0,0.07
02X301323,vag,DICHTRING,0.0,0.004
02X409400A,vag,DICHTRING,0.0,0.011
02X409791,vag,DRUCKFEDER,0.0,0.025
02X409809C,vag,FLANWELLE,0.0,1.598
02X409881,vag,DRUCKFEDER,0.0,0.027
02Z301230J,vag,SCHALTUNG,0.0,1.118
02Z311158,vag,SCHALTRAD,0.0,0.785
02Z311206,vag,AUFNAHME,0.0,0.691
02Z311219A,vag,ZYL.LAGER,0.0,0.108
02Z311235E,vag,KUGELLAGER,0.0,0.347
02Z311324,vag,FEDER,0.0,0.0284
02Z311327,vag,RING,0.0,0.001
02Z311361,vag,ZAHNRAD,0.0,0.273
02Z311375A,vag,HUELSE,0.0,0.116
02Z311391,vag,SCHEIBE,0.0,0.002
02Z311391A,vag,SCHEIBE,0.0,0.002
02Z311391B,vag,SCHEIBE,0.0,0.002
02Z311391C,vag,SCHEIBE,0.0,0.002564
02Z311391E,vag,SCHEIBE,0.0,0.002845
02Z311391F,vag,SCHEIBE,0.0,0.002
02Z311391G,vag,SCHEIBE,0.0,0.002
02Z311391H,vag,SCHEIBE,0.0,0.002
02Z311391J,vag,SCHEIBE,0.0,0.002
02Z311391K,vag,SCHEIBE,0.0,0.002
02Z311391L,vag,SCHEIBE,0.0,0.002
02Z311391M,vag,SCHEIBE,0.0,0.003
02Z311391N,vag,SCHEIBE,0.0,0.003
030103113,vag,DECKEL,0.0,0.0015
030103175B,vag,VENTIL,0.0,0.0115
030103397A,vag,SCHRAUBE,0.0,0.011
030103531D,vag,SCHRAUBE,0.0,0.042
030103643,vag,DUESE,0.0,0.00038
030103717,vag,STUTZEN,0.0,0.041
030105425N,vag,SCHRAUBE,0.0,0.02
030109119S,vag,ZAHNRIEMEN,0.0,0.166
030109243K,vag,SPANNROLLE,0.0,0.298
030109423,vag,AUSGL ELEM,0.0,0.02
030115444,vag,DICHTRING,0.0,0.00028
030115561AN,vag,OELFILTER,0.0,0.351
030115636A,vag,FUEHRUNG,0.0,0.00742
030121008D,vag,WASSERPUMP,0.0,0.739
030121119,vag,DICHTRING,0.0,0.00124
030121121B,vag,STUTZEN,0.0,0.061
030129607BH,vag,LUFTFILTER,0.0,2.017
030129607CA,vag,LUFTFILTER,0.0,3.12
030129611AB,vag,LUFTFILTER,0.0,4.083
030129620D,vag,LUFTFILTER,0.0,0.227
030129620F,vag,LUFTFILTER,0.0,0.346
030129620L,vag,LUFTFILTER,0.0,0.183
030905237GX,vag,ZUENVERTEI,0.0,0.643
030905241A,vag,DECKEL,0.0,0.013
030905377,vag,SENSOR,0.0,0.067
030905377A,vag,SENSOR,0.0,0.048
030905423A,vag,STECKER,0.0,0.00106
030905430N,vag,ZUENDLEITG,0.0,0.108
030906433K,vag,FUEHLER,0.0,0.039
0309190811,vag,SCHALTER,0.0,0.04
030957147T,vag,GEBER,0.0,0.071
030971921,vag,KAPPE,0.0,0.0026
032103161K,vag,DICHTUNG,0.0,0.012
032105263C,vag,ZAHNRAD,0.0,0.298
032121065G,vag,WASSERROHR,0.0,0.165
032121110B,vag,KUEHLREGLE,0.0,0.06
032121110F,vag,KUEHLREGLE,0.0,0.054
032121111CG,vag,GEHAEUSE,0.0,0.577
032121111CT,vag,GEHAEUSE,0.0,0.556
032121111N,vag,GEHAEUSE,0.0,0.548
032121119H,vag,DICHTRING,0.0,0.0025
032121119J,vag,DICHTRING,0.0,0.002
032121121N,vag,STUTZEN,0.0,0.272
032121142,vag,HALTEFEDER,0.0,0.00099
032121142A,vag,HALTEFEDER,0.0,0.0023
032121142D,vag,HALTEFEDER,0.0,0.0028
032121666,vag,DICHTRING,0.0,0.0014
032129607H,vag,LUFTFILTER,0.0,4.266
032129607T,vag,LUFTFILTER,0.0,1.404
032129620,vag,LUFTFILTER,0.0,0.29
032129620B,vag,LUFTFILTER,0.0,0.296
032129620C,vag,LUFTFILTER,0.0,0.284
032905106F,vag,TRANSFORMA,0.0,1.126
033105701,vag,SCHALE,0.0,0.016
034103113B,vag,DECKEL,0.0,0.023
034105263A,vag,ZAHNRAD,0.0,0.218
034105701007,vag,SCHALE,0.0,0.018
034115273A,vag,STUTZEN,0.0,0.039
034115427B,vag,DICHTRING,0.0,0.0003
034121063C,vag,SCHLAUCH,0.0,0.027
034129101B,vag,VENTIL,0.0,0.042
034133335,vag,KAPPE,0.0,0.0019
034133687J,vag,HALTER,0.0,0.003
034133999H,vag,SCHLAUCH,0.0,0.029
034145710B,vag,VENTIL,0.0,0.122
034905207B,vag,ZUENDVERTE,0.0,0.211
034905265,vag,HALTEFEDER,0.0,0.004
034905381A,vag,GEBER,0.0,0.098
035103245A,vag,VENTIL,0.0,0.007
035103245G,vag,VENTIL,0.0,0.007
035103379,vag,STOPFEN,0.0,0.0013
035115285A,vag,HALTERING,0.0,0.013
035115427,vag,DICHTRING,0.0,0.00068
035121625F,vag,SCHLAUCH,0.0,0.015
035127301C,vag,FLANSCH,0.0,0.02
035133382AB,vag,REDUZIERST,0.0,0.0025
035133847A,vag,STOPFEN,0.0,0.014
035145757C,vag,DICHTUNG,0.0,0.0035
035198421,vag,ANLSCHEIBE,0.0,0.039
035905209A,vag,RING,0.0,0.065
035905471,vag,HALTER,0.0,0.00355
035906037,vag,KLAMMER,0.0,0.0018
036103085H,vag,DICHTRING,0.0,0.014
036103111G,vag,DECKEL,0.0,0.0296
036103113A,vag,DECKEL,0.0,0.02
036103171B,vag,FLANSCH,0.0,0.228
036103383AM,vag,DICHTUNG,0.0,0.338
036103464AC,vag,ABSCHEIDER,0.0,0.554
036103464AH,vag,ABSCHEIDER,0.0,0.449
036103464AK,vag,ABSCHEIDER,0.0,0.524
036103493BL,vag,SCHLAUCH,0.0,0.045
036103493EC,vag,SCHLAUCH,0.0,0.0385
036103551R,vag,ZWISCHPLAT,0.0,0.36
036103677,vag,DICHTRING,0.0,0.0011
036103733B,vag,CLIP,0.0,0.0032
036105263F,vag,ZAHNRAD,0.0,0.295
036105263Q,vag,ZAHNRAD,0.0,0.317
036105561CGLB,vag,KURBLAGER,0.0,0.024
036109111Q,vag,ZAHNRAD,0.0,1.017
036109119AG,vag,ZAHNRIEMEN,0.0,0.152
036109119P,vag,ZAHNRIEMEN,0.0,0.081
036109121L,vag,SCHUTZ,0.0,0.128
036109170M,vag,ABDECKUNG,0.0,0.054
036109244J,vag,UMLENKROLL,0.0,0.26025
036109497C,vag,USCHEIBE,0.0,0.00022
036109601AD,vag,VENTIL,0.0,0.053
036109601AK,vag,VENTIL,0.0,0.0325
036109611K,vag,AUSLVENTIL,0.0,0.037
036109641B,vag,FEDRTELLER,0.0,0.009
036109651A,vag,KEGELSTUEC,0.0,0.0005
036109675A,vag,ABDICHTUNG,0.0,0.0015
036115111,vag,DICHTUNG,0.0,0.0021
036115111B,vag,DICHTUNG,0.0,0.0045
036115251AJ,vag,SAUGLEITG,0.0,0.083
036115636,vag,FUEHRUNG,0.0,0.002
036117070,vag,DICHTUNG,0.0,0.035
036121008M,vag,WASSERPUMP,0.0,0.843
036121188B,vag,HEIZROHR,0.0,0.107
036121324B,vag,KAPPE,0.0,0.02
036129607DB,vag,LUFTFILTER,0.0,4.548
036129607DH,vag,LUFTFILTER,0.0,4.548
036129607DL,vag,LUFTFILTER,0.0,4.548
036129607DP,vag,LUFTFILTER,0.0,4.348
036129611AM,vag,LUFTFILTER,0.0,1.588
036129611BR,vag,LUFTFILTER,0.0,1.648
036129611CC,vag,LUFTFILTER,0.0,1.982
036129611CD,vag,LUFTFILTER,0.0,1.796
036129611CE,vag,LUFTFILTER,0.0,1.651
036129611CL,vag,LUFTFILTER,0.0,1.645
036129611CM,vag,LUFTFILTER,0.0,1.782
036129611CN,vag,LUFTFILTER,0.0,1.752
036129620F,vag,LUFTFILTER,0.0,0.314
036129620H,vag,LUFTFILTER,0.0,0.345
036129620J,vag,LUFTFILTER,0.0,0.404
036129620K,vag,LUFTFILTER,0.0,0.331
036129625AC,vag,DICHTUNG,0.0,0.031
036129625H,vag,DICHTUNG,0.0,0.032
036129689B,vag,PUFFER,0.0,0.016
036129717E,vag,DICHTUNG,0.0,0.0031
036129846B,vag,KUGELKOPF,0.0,0.013
036131510,vag,KAPPE,0.0,0.006
036131547F,vag,DICHTUNG,0.0,0.004
036131550A,vag,DICHTUNG,0.0,0.00157
036131550H,vag,DICHTUNG,0.0,0.0036
036133073,vag,DICHTUNG,0.0,0.0046
036133161C,vag,DICHTUNG,0.0,0.003
036133287,vag,DICHTRING,0.0,0.05
036133320C,vag,VERTEILER,0.0,0.14
036141032H,vag,KUPPLSCHEI,0.0,1.071
036145933AJ,vag,K RIPPRIEM,0.0,0.11
036198119C,vag,REP.SATZ,0.0,1.21
036198119E,vag,REP.SATZ,0.0,1.471
036198151J,vag,KOLBENRING,0.0,0.054
036198151K,vag,KOLBENRING,0.0,0.047
036198620,vag,LUFTFILTER,0.0,0.34
036253039F,vag,DICHTUNG,0.0,0.04
036260883B,vag,HALTER,0.0,2.291
036903555E,vag,SCHRAUBE,0.0,0.008
036903555F,vag,SCHRAUBE,0.0,0.01
036905715H,vag,ZUENDSPULE,0.0,0.2
036906031AH,vag,VENTIL,0.0,0.047
036906031L,vag,VENTIL,0.0,0.035
036906031M,vag,VENTIL,0.0,0.036
036906051F,vag,SENSOR,0.0,0.025
036906149D,vag,DICHTRING,0.0,0.0004
036906262J,vag,LAMBDASOND,0.0,0.178
036906433E,vag,GEBER,0.0,0.028
036906455A,vag,VENTIL,0.0,0.329
036907601E,vag,GEBER,0.0,0.018
036919081D,vag,SCHALTER,0.0,0.031
036971822,vag,KABELKANAL,0.0,0.074
036971842A,vag,HALTER,0.0,0.0032
036971845E,vag,HALTER,0.0,0.003
037103213B,vag,ROHR,0.0,0.085
037103228A,vag,STUTZEN,0.0,0.01
037103493AK,vag,SCHLAUCH,0.0,0.087
037103549,vag,HALTER,0.0,0.00286
037103772B,vag,ENTLUEFTER,0.0,0.168
037121065L,vag,WASSERROHR,0.0,0.38
037121132E,vag,FLANSCH,0.0,0.098
037121132G,vag,FLANSCH,0.0,0.103
037121142A,vag,HALTEFEDER,0.0,0.003
037121144H,vag,FLANSCH,0.0,0.101
037121687,vag,DICHTRING,0.0,0.001
037121688,vag,DICHTRING,0.0,0.00165
037122058,vag,SCHLAUCH,0.0,0.183
037129717C,vag,DICHTUNG,0.0,0.02
037131338C,vag,TRAEGER,0.0,0.072
037133035C,vag,REGLER,0.0,0.059
037133047,vag,KLAMMER,0.0,0.0019
037133047A,vag,KLAMMER,0.0,0.007
037133335B,vag,KAPPE,0.0,0.001
037133382,vag,WINKEL,0.0,0.0084
037133382H,vag,WINKEL,0.0,0.0007
037133557C,vag,DICHTRING,0.0,0.0039
037133687BA,vag,HALTER,0.0,0.0062
037133687C,vag,HALTER,0.0,0.0025
037145255,vag,RI SCHEIBE,0.0,0.188
037145291A,vag,SCHUTZKAPP,0.0,0.007
037253039F,vag,DICHTUNG,0.0,0.059
037253047,vag,HALTER,0.0,0.03
037260849C,vag,K RIPPRIEM,0.0,0.17
037260921,vag,BUCHSE,0.0,0.021
037903181,vag,BUNDMUTTER,0.0,0.039
037903555,vag,SCHRAUBE,0.0,0.0149
037905478B,vag,ROHR,0.0,0.0079
037906031R,vag,VENTIL,0.0,0.112
037906102A,vag,KAPPE,0.0,0.007
037906240,vag,GEHAEUSE,0.0,0.0052
037906283A,vag,VENTIL,0.0,0.073
037906283D,vag,VENTIL,0.0,0.085
038103079A,vag,ABDECKUNG,0.0,0.133
038103085C,vag,DICHTRING,0.0,0.012
038103085E,vag,DICHTRING,0.0,0.011
038103151H,vag,FLANSCH,0.0,0.741
038103157C,vag,DUESE,0.0,0.022
038103196,vag,DICHTRING,0.0,0.004
038103196B,vag,DICHTRING,0.0,0.0015
038103196C,vag,DICHTRING,0.0,0.0023
038103265AX,vag,ZYL. KOPF,0.0,15.13
038103385A,vag,SCHRAUBE,0.0,0.014
038103388,vag,OESE,0.0,0.147
038103390,vag,OESE,0.0,0.2
038103469AE,vag,ZYL.KOPFHA,0.0,1.26
038103469AF,vag,ZYL.KOPFHA,0.0,1.623
038103483D,vag,DICHTUNG,0.0,0.103
038103493AN,vag,ROHR,0.0,0.0496
038103493P,vag,SCHLAUCH,0.0,0.0248
038103623,vag,SPERRE,0.0,0.194
038103634D,vag,ROHR,0.0,0.1695
038103638K,vag,TUELLE,0.0,0.0074
038103645C,vag,ZWISCHPLAT,0.0,0.29
038103647H,vag,ZWISCHPLAT,0.0,0.325
038103663,vag,TRICHTER,0.0,0.042
038103663C,vag,TRICHTER,0.0,0.0456
038103673CGLB,vag,LAG.SCHALE,0.0,0.013
038103714A,vag,SCHRAUBE,0.0,0.037
038103714G,vag,SCHRAUBE,0.0,0.014
038103811,vag,HALTER,0.0,0.078
038103925ED,vag,ABDECKUNG,0.0,1.366
038103925HA,vag,ABDECKUNG,0.0,1.738
038103937,vag,KAPPE,0.0,0.002
038103941E,vag,HALTEWINKL,0.0,0.211
038103941L,vag,HALTER,0.0,0.2
038105701A007,vag,SCHALE,0.0,0.0188
038107065AA001,vag,KOLBEN,0.0,0.811
038107065AA003,vag,KOLBEN,0.0,0.817
038107065AB001,vag,KOLBEN,0.0,0.812
038107065AB003,vag,KOLBEN,0.0,0.818
038107065HE001,vag,KOLBEN,0.0,0.847
038107065HF001,vag,KOLBEN,0.0,0.809
038107065JL001,vag,KOLBEN,0.0,0.813
038107065JM001,vag,KOLBEN,0.0,0.813
038107065KE001,vag,KOLBEN,0.0,0.819
038107065KF001,vag,KOLBEN,0.0,0.819
038107065LC001,vag,KOLBEN,0.0,0.831
038107065LD001,vag,KOLBEN,0.0,0.829
038109101AF,vag,NOCKENWELL,0.0,4.366
038109101AH,vag,NOCKENWELL,0.0,4.394
038109101K,vag,NOCKENWELL,0.0,2.433
038109101R,vag,NOCKENWELL,0.0,4.431
038109145D,vag,ABDECKUNG,0.0,0.376
038109147,vag,SCHUTZ,0.0,0.165
038109244N,vag,UMLENKROLL,0.0,0.233
038109293,vag,DICHTUNG,0.0,0.0015
038109309C,vag,STOESSEL,0.0,0.061
038109527AF,vag,ACHSE,0.0,1.65
038109601B,vag,VENTIL,0.0,0.048
038109601E,vag,VENTIL,0.0,0.055
038109601F,vag,VENTIL,0.0,0.0555
038109611E,vag,AUSLVENTIL,0.0,0.055
038109611F,vag,AUSLVENTIL,0.0,0.045
038109611G,vag,AUSLVENTIL,0.0,0.07
038109623D,vag,FEDER,0.0,0.0383
038109623F,vag,FEDER,0.0,0.029
038109633,vag,FEDER,0.0,0.0118
038115121C,vag,KETTENRAD,0.0,0.098
038115130,vag,KETSPANNER,0.0,0.0635
038115251B,vag,SAUGLEITG,0.0,0.162
038115315,vag,DICHTUNG,0.0,0.0042
038115389D,vag,HALTER,0.0,2.019
038115441A,vag,DICHTUNG,0.0,0.012
038115611B,vag,OELMESSTAB,0.0,0.041
038115611N,vag,OELMESSTAB,0.0,0.0185
038115611P,vag,OELMESSTAB,0.0,0.0185
038117061B,vag,DECKEL,0.0,0.229
038117070,vag,DICHTUNG,0.0,0.0054
038117070A,vag,DICHTUNG,0.0,0.0051
038121065BF,vag,WASSERROHR,0.0,0.578
038121071S,vag,WASSERROHR,0.0,0.494
038121119,vag,DICHTRING,0.0,0.003
038121119B,vag,DICHTRING,0.0,0.0025
038121121D,vag,STUTZEN,0.0,0.0774
038121144A,vag,FLANSCH,0.0,0.05
038121144B,vag,FLANSCH,0.0,0.054
038121151C,vag,WASSERROHR,0.0,0.414
038121688B,vag,DICHTUNG,0.0,0.0015
038121688D,vag,DICHTUNG,0.0,0.0015
038129713BD,vag,SAUGROHR,0.0,1.96
038129713BM,vag,STUTZEN,0.0,1.397
038129717,vag,DICHTUNG,0.0,0.02
038129807,vag,DAEMPFER,0.0,0.118
038129811B,vag,HALTEBLECH,0.0,0.056
038129811C,vag,HALTER,0.0,0.245
038129969A,vag,WAERMBLECH,0.0,0.036
038129969B,vag,WAERMBLECH,0.0,0.147
038130073AG,vag,PUMPEDUESE,0.0,0.871
038130073BN,vag,PUMPEDUESE,0.0,0.839
038130095,vag,BUCHSE,0.0,0.031
038130111B,vag,ZAHNRAD,0.0,1.767
038130301,vag,DRUCKROHR,0.0,0.094
038130301B,vag,DRUCKROHR,0.0,0.088
038130302,vag,DRUCKROHR,0.0,0.092
038130303,vag,DRUCKROHR,0.0,0.092
038130304,vag,DRUCKROHR,0.0,0.094
038130308M,vag,ROHR,0.0,0.495
038131055BF,vag,SCHLAUCH,0.0,0.041
038131055BN,vag,SCHLAUCH,0.0,0.064
038131501BH,vag,VENTIL,0.0,0.758
038131521CA,vag,ROHR,0.0,0.395
038131521CB,vag,ROHR,0.0,0.395
038131521CC,vag,ROHR,0.0,0.2
038131521E,vag,ROHR,0.0,0.335
038131521J,vag,ROHR,0.0,0.324
038131547,vag,DICHTUNG,0.0,0.01
038131605AJ,vag,SCHLAUCH,0.0,0.046
038131605AM,vag,SCHLAUCH,0.0,0.0285
038131605AN,vag,SCHLAUCH,0.0,0.021
038131925A,vag,DECKEL,0.0,0.088
038133287C,vag,DICHTRING,0.0,0.067
038145209N,vag,PUMPE,0.0,1.887
038145215,vag,DICHTUNG,0.0,0.024
038145255A,vag,RI SCHEIBE,0.0,0.4078
038145255D,vag,RI SCHEIBE,0.0,0.098
038145345,vag,DICHTRING,0.0,0.0024
038145736J,vag,OELLEITUNG,0.0,0.1
038145859B,vag,HALTER,0.0,0.028
038145859C,vag,HALTER,0.0,0.03
038198051C,vag,DICHT.SATZ,0.0,0.032
038198119A,vag,REP.SATZ,0.0,1.306
038198119E,vag,REP.SATZ,0.0,1.681
038198401D,vag,PL STANGEN,0.0,2.922
038199207AG,vag,STUETZE,0.0,1.896
038199207J,vag,STUETZE,0.0,1.258
038903137R,vag,K RIPPRIEM,0.0,0.1055
038903139A,vag,HALTER,0.0,2.503
038903139AE,vag,HALTER,0.0,2.949
038903139AF,vag,HALTER,0.0,1.714
038903139K,vag,HALTER,0.0,3.273
038903145,vag,HALTEBLECH,0.0,0.235
038903193F,vag,KAPPE,0.0,0.077
038903193H,vag,KAPPE,0.0,0.07
038903315AN,vag,SPANNELEMT,0.0,0.604
038903315AP,vag,SPANNELEMT,0.0,0.691
038903315C,vag,SPANNELEMT,0.0,1.492
038906051C,vag,SENSOR,0.0,0.055
038906051D,vag,SENSOR,0.0,0.0255
038906231,vag,GEHAEUSE,0.0,0.00093
038906283,vag,VENTIL,0.0,0.121
038906283A,vag,VENTIL,0.0,0.122
038907319E,vag,GEBER,0.0,0.126
038919081H,vag,SCHALTER,0.0,0.034
038919081K,vag,SCHALTER,0.0,0.031
038919081M,vag,SCHALTER,0.0,0.031
038919081P,vag,SCHALTER,0.0,0.037
038957147F,vag,GEBER,0.0,0.097
038971220C,vag,BRUECKE,0.0,0.179
038971461,vag,MANSCHETTE,0.0,0.013
038971600,vag,LEITG.SATZ,0.0,0.186
038971782B,vag,BRUECKE,0.0,0.226
038971782C,vag,BRUECKE,0.0,0.266
038971858,vag,HALTER,0.0,0.028
038971904,vag,STOPFEN,0.0,0.005
039905241,vag,DECKEL,0.0,0.015
03C103111C,vag,DECKEL,0.0,0.073
03C103143,vag,PASSHUELSE,0.0,0.002
03C103157A,vag,DUESE,0.0,0.022
03C103175G,vag,VENTIL,0.0,0.0475
03C103196,vag,DICHTRING,0.0,0.001
03C103201K,vag,VENTIL,0.0,0.179
03C103363H,vag,VENTIL,0.0,0.017
03C103383AH,vag,DICHTUNG,0.0,0.249
03C103383AM,vag,DICHTUNG,0.0,0.198
03C103383D,vag,DICHTUNG,0.0,0.151
03C103464A,vag,ABSCHEIDER,0.0,0.102
03C103474AB,vag,SCHLAUCH,0.0,0.148
03C103474AD,vag,SCHLAUCH,0.0,0.15
03C103493AL,vag,SCHLAUCH,0.0,0.052
03C103551A,vag,ZWISCHPLAT,0.0,0.293
03C103558M,vag,SCHLAUCH,0.0,0.055
03C103601BJ,vag,OELWANNE,0.0,2.216
03C103638B,vag,TUELLE,0.0,0.002
03C103669H,vag,ABDECKUNG,0.0,0.038
03C103714B,vag,SCHRAUBE,0.0,0.016
03C103776A,vag,TUELLE,0.0,0.0045
03C103825A,vag,HUELSE,0.0,0.0215
03C103925AM,vag,ABDECKUNG,0.0,0.472
03C103935C9B9,vag,ABDECKUNG,0.0,0.103
03C105159H,vag,BUCHSE,0.0,0.207
03C105209AQ,vag,KETTENRAD,0.0,0.124
03C105209BD,vag,KETTENRAD,0.0,0.124
03C105209BE,vag,KETTENRAD,0.0,0.127
03C105269P,vag,SCHWUNGRAD,0.0,8.682
03C109088E,vag,VERSTELLER,0.0,0.662
03C109101DC,vag,NOCKENWELL,0.0,2.053
03C109101DD,vag,NOCKENWELL,0.0,1.557
03C109158A,vag,STEUERKETT,0.0,0.527
03C109158H,vag,STEUERKETT,0.0,0.527
03C109287G,vag,DICHTUNG,0.0,0.277
03C109293,vag,DICHTUNG,0.0,0.001
03C109309C,vag,STOESSEL,0.0,0.019
03C109469K,vag,SCHIENE,0.0,0.07
03C109507AE,vag,KETSPANNER,0.0,0.048
03C109507BA,vag,KETSPANNER,0.0,0.104
03C109507BD,vag,KETSPANNER,0.0,0.104
03C109509AA,vag,SCHIENE,0.0,0.1259
03C109509P,vag,SCHIENE,0.0,0.131
03C109571F,vag,KETTENRAD,0.0,0.236
03C115111D,vag,DICHTUNG,0.0,0.012
03C115121J,vag,KETTENRAD,0.0,0.15
03C115175,vag,OELSIEB,0.0,0.001
03C115225A,vag,KETTE,0.0,0.203
03C115230C,vag,KETTE,0.0,0.147
03C115251AD,vag,SAUGLEITG,0.0,0.032
03C115251AE,vag,SAUGLEITG,0.0,0.04
03C115331A,vag,DICHTRING,0.0,5e-05
03C115403F,vag,OELFILTER,0.0,0.241
03C115561H,vag,OELFILTER,0.0,0.383
03C115561J,vag,OELFILTER,0.0,0.376
03C115562,vag,FILTEREINS,0.0,0.053
03C115611AD,vag,OELMESSTAB,0.0,0.031
03C115611AF,vag,OELMESSTAB,0.0,0.0328
03C115721A,vag,STUTZEN,0.0,0.024
03C121004J,vag,WASSERPUMP,0.0,2.454
03C121004K,vag,WASSERPUMP,0.0,2.474
03C121008H,vag,WASSERPUMP,0.0,0.653
03C121008J,vag,WASSERPUMP,0.0,0.642
03C121065B,vag,WASSERROHR,0.0,0.163
03C121065D,vag,WASSERROHR,0.0,0.169
03C121065F,vag,WASSERROHR,0.0,0.2
03C121070B,vag,WASSERROHR,0.0,0.2625
03C121110F,vag,KUEHLREGLE,0.0,0.097
03C121110P,vag,KUEHLREGLE,0.0,0.091
03C121110Q,vag,KUEHLREGLE,0.0,0.088
03C121110R,vag,KUEHLREGLE,0.0,0.089
03C121111AB,vag,GEHAEUSE,0.0,0.653
03C121111AE,vag,GEHAEUSE,0.0,0.661
03C121111H,vag,GEHAEUSE,0.0,0.66
03C121111P,vag,GEHAEUSE,0.0,0.658
03C121118C,vag,DECKEL,0.0,0.037
03C121118D,vag,DECKEL,0.0,0.047
03C121119,vag,DICHTRING,0.0,0.0032
03C121119D,vag,DICHTUNG,0.0,0.002
03C121119E,vag,DICHTUNG,0.0,0.0016
03C121121C,vag,DECKEL,0.0,0.056
03C121121D,vag,DECKEL,0.0,0.0595
03C121142,vag,HALTEFEDER,0.0,0.00099
03C121151D,vag,WASSERROHR,0.0,0.395
03C121437,vag,DICHTRING,0.0,0.0001
03C121469D,vag,WASSERROHR,0.0,0.2075
03C121665,vag,DICHTRING,0.0,0.0031
03C127025L,vag,PUMPE,0.0,1.648
03C127025T,vag,PUMPE,0.0,0.841
03C127026R,vag,PUMPE,0.0,1.174
03C128063B,vag,STEUERUNG,0.0,0.768
03C129607AB,vag,LUFTFILTER,0.0,5.422
03C129611M,vag,LUFTFILTER,0.0,2.061
