oem_field,brend_field,name_field,weight_field,volume_field
8N0807134,vag,"BRACKET, DOOR CHECK ASSY",1.038,0.0
8N0807134A,vag,"BRACKET, DOOR CHECK ASSY",1.068,0.0
8N0807183A,vag,"BRACKET, PLASTIC",0.064,0.174
8N0807285AGRU,vag,"BRACKET, DOOR CHECK ASSY",0.391,0.0
8N0807285B3FZ,vag,"BRACKET, DOOR CHECK ASSY",0.308,0.0
8N0807285GRU,vag,"BRACKET, DOOR CHECK ASSY",0.21,0.0
8N0807421AGRU,vag,"SEAT PANEL, CUSHION",0.638,0.0
8N0807421E3FZ,vag,"SEAT PANEL, CUSHION",0.684,0.0
8N0807453,vag,"GUIDE RAIL, SUNROOF",0.094,0.0
8N0807454,vag,"GUIDE RAIL, SUNROOF",0.094,0.0
8N0807458A,vag,"GUIDE RAIL, SUNROOF",0.451,0.0
8N0807483A,vag,"GUIDE RAIL, SUNROOF",0.083,0.0
8N0807484A,vag,"GUIDE RAIL, SUNROOF",0.081,0.0
8N0807513,vag,"MOULDING ASSY, BUMPER COVER",0.087,25.0
8N0807513A,vag,"MOULDING ASSY, BUMPER COVER",0.083,25.0
8N0807514,vag,"MOULDING ASSY, BUMPER COVER",0.087,25.0
8N0807533A3FZ,vag,"SEAT PANEL, CUSHION",0.133,0.0
8N0807534A3FZ,vag,"SEAT PANEL, CUSHION",0.055,0.0
8N08076813FZ,vag,"MOULDING ASSY, BUMPER COVER",0.172,25.0
8N0807751GRU,vag,"SEAT PANEL, CUSHION",0.062,0.0
8N0807752GRU,vag,"SEAT PANEL, CUSHION",0.062,0.0
8N0807794,vag,"CABLE ASSY, SPIRAL",0.002,0.0
8N0809125B,vag,"BRACKET, DOOR CHECK ASSY",0.622,0.0
8N0809126B,vag,"BRACKET, DOOR CHECK ASSY",0.622,0.0
8N0809145A,vag,"PLATE, ENGINE END",1.32,0.0
8N0809146A,vag,"PLATE, ENGINE END",1.313,0.0
8N0809542D,vag,"BRACKET, DOOR CHECK ASSY",0.179,0.0
8N0809929,vag,"RING SET, SYNCHRONIZER",0.009,0.024
8N0809929A,vag,"RING SET, SYNCHRONIZER",0.007,0.018
8N0809933A,vag,"RETAINER, BOARD DOOR PANEL TRIM",0.091,0.0
8N0809974,vag,"WEATHERSTRIP, DOOR GLASS",0.009,0.024
8N0809975,vag,"PLATE, ENGINE END",0.078,0.0
8N0810125,vag,"PLATE, ENGINE END",0.699,0.0
8N0810126,vag,"PLATE, ENGINE END",0.699,0.0
8N0810148,vag,"PLATE, ENGINE END",0.094,0.0
8N0810415,vag,"PLATE, ENGINE END",1.632,0.0
8N0810416,vag,"PLATE, ENGINE END",1.632,0.0
8N0810423,vag,"BRACKET, DOOR CHECK ASSY",0.088,0.0
8N0810424,vag,"BRACKET, DOOR CHECK ASSY",0.088,0.0
8N0813491,vag,"JOINT ASSY, KNUCKLE STEERING",0.158,0.0
8N0813586,vag,"PLATE, ENGINE END",0.29,0.0
8N0813981D,vag,"BRACKET, DOOR CHECK ASSY",0.253,0.0
8N0813989,vag,"PLATE, ENGINE END",0.163,0.0
8N0814142,vag,"PLATE, ENGINE END",0.275,0.0
8N0820721F,vag,"HOSE ASSY, WINDSHIELD WASHER",0.303,1.375
8N0821111A,vag,"PLATE, ENGINE END",0.153,0.0
8N0821112A,vag,"PLATE, ENGINE END",0.144,0.0
8N0821135A,vag,"BODY PANNEL, SUPPORT ASSY",0.394,0.0
8N0821136A,vag,"SUPPORT ASSY, INSULATOR",0.385,0.0
8N0821165,vag,"BRACKET, DOOR CHECK ASSY",0.033,0.0
8N0821169,vag,"SEAT PANEL, CUSHION",0.006,0.0
8N0821170,vag,"SEAT PANEL, CUSHION",0.006,0.0
8N0823029A,vag,HOOD,11.055,40.0
8N0823301,vag,"HINGE LID, GLOVE BOX",1.217,0.0
8N0823302,vag,"HINGE LID, GLOVE BOX",1.217,0.0
8N0823480B,vag,"HOOK ASSY, ROPE",0.256,0.0
8N0825199,vag,"PLATE, ENGINE END",0.108,0.0
8N0825249A,vag,"PLATE, ENGINE END",1.584,0.0
8N0825250G,vag,"SEAT PANEL, CUSHION",0.424,0.0
8N0825250H,vag,"DISC ASSY, MAGNET CLUTCH",0.403,0.0
8N082526901C,vag,"SEAT PANEL, CUSHION",0.074,0.0
8N082527001C,vag,"SEAT PANEL, CUSHION",0.074,0.0
8N0827507D,vag,"PLATE, ENGINE END",0.231,0.0
8N0831411D,vag,"HINGE LID, GLOVE BOX",1.155,0.0
8N0831412D,vag,"HINGE LID, GLOVE BOX",1.155,0.0
8N0837019A7PE,vag,"LEVER ASSY, CLUTCH RELEASE",0.109,0.0
8N0837020A7PE,vag,"LEVER ASSY, CLUTCH RELEASE",0.109,0.0
8N0837349A,vag,"COVER ASSY, CYLINDER HEAD",0.092,0.0
8N0837350A,vag,"COVER ASSY, CYLINDER HEAD",0.092,0.0
8N0837433A,vag,"GUIDE RAIL, SUNROOF",0.12,0.0
8N0837434A,vag,"GUIDE RAIL, SUNROOF",0.12,0.0
8N0837702B,vag,GASKET RUBBER SEAL,0.24,0.654
8N0853171B,vag,"SEAT PANEL, CUSHION",0.053,0.0
8N0853172B,vag,"SEAT PANEL, CUSHION",0.048,0.0
8N0857109GRU,vag,"SEAT PANEL, CUSHION",0.03,0.0
8N0857110GRU,vag,"SEAT PANEL, CUSHION",0.028,0.0
8N0857235,vag,"CABLE ASSY, SPIRAL",0.002,0.0
8N0857535J,vag,OUTER MIRROR ASSY,0.101,0.0
8N0857536T,vag,OUTER MIRROR ASSY,0.102,0.0
8N0857539A,vag,"BRACKET, DOOR CHECK ASSY",0.185,0.0
8N0857540A,vag,"BRACKET, DOOR CHECK ASSY",0.185,0.0
8N08577634PK,vag,"SEAT PANEL, CUSHION",0.012,0.0
8N085776361S,vag,"COVER ASSY, CYLINDER HEAD",0.012,0.0
8N0857763J50,vag,"COVER ASSY, CYLINDER HEAD",0.012,0.0
8N0858387A,vag,"PLATE, ENGINE END",0.118,0.0
8N0858388,vag,"PLATE, ENGINE END",0.123,0.0
8N0858531,vag,"PLATE, ENGINE END",0.101,0.0
8N0858532,vag,"PLATE, ENGINE END",0.101,0.0
8N0858533,vag,"GASKET, M/T OIL PAN",0.01,0.027
8N0860441E,vag,"SEAT PANEL, CUSHION",0.435,0.0
8N0860441G,vag,"COVER ASSY, CYLINDER HEAD",0.441,0.0
8N0860442E,vag,"SEAT PANEL, CUSHION",0.44,0.0
8N0860442G,vag,"COVER ASSY, CYLINDER HEAD",0.44,0.0
8N0863536,vag,SCREW ,0.017,0.0
8N0872107,vag,EXHAUST PIPE ASSY,0.007,0.0
8N0880201G6PS,vag,AIR BAG,1.716,0.0
8N0880241J25D,vag,AIR BAG,1.408,0.0
8N0880241K73G,vag,AIR BAG,1.386,0.0
8N0880241L25M,vag,AIR BAG,1.392,0.0
8N0880241M7NE,vag,AIR BAG,1.392,0.0
8N0880242J25D,vag,AIR BAG,1.392,0.0
8N0880242K73G,vag,AIR BAG,1.386,0.0
8N0880242L25M,vag,AIR BAG,1.392,0.0
8N0880242M7NE,vag,AIR BAG,1.722,0.0
8N0881033,vag,ADAPTER,0.15,0.0
8N0881034,vag,ADAPTER,0.15,0.0
8N0881119,vag,"BUSHING, STEARING RACK",1.075,0.0
8N0881120,vag,"BUSHING, STEARING RACK",1.075,0.0
8N088123101C,vag,"LEVER ASSY, STARTER PINION DRIVE",0.54,0.0
8N088123201C,vag,"LEVER ASSY, STARTER PINION DRIVE",0.54,0.0
8N0881254A01C,vag,"LEVER ASSY, STARTER PINION DRIVE",0.048,0.0
8N0881398,vag,"SHAFT ASSY, HIGH PRESSURE FUEL PUMP",0.143,0.0
8N0881593,vag,"BUSHING, CONNECTING ROD",0.006,0.0
8N0881603,vag,"LEVER ASSY, STARTER PINION DRIVE",0.073,0.0
8N0881604,vag,"LEVER ASSY, STARTER PINION DRIVE",0.073,0.0
8N0881633A01C,vag,"LEVER ASSY, STARTER PINION DRIVE",0.007,0.0
8N0881634A01C,vag,"LEVER ASSY, STARTER PINION DRIVE",0.007,0.0
8N088167101C,vag,"BUTTON, RADIO RECEIVER",0.102,0.0
8N08817934PK,vag,"COVER ASSY, STEP PLATE",0.061,15.0
8N0881793A4PK,vag,"COVER ASSY, STEP PLATE",0.063,15.0
8N08817944PK,vag,"COVER ASSY, STEP PLATE",0.063,15.0
8N0881794A4PK,vag,"COVER ASSY, STEP PLATE",0.063,15.0
8N0881805AM26E,vag,"SEAT PANEL, CUSHION",0.193,0.0
8N0881805AT7NE,vag,"DISC ASSY, MAGNET CLUTCH",0.799,0.0
8N0881805BLMRA,vag,"COVER ASSY, CYLINDER HEAD",0.799,0.0
8N0881805BMMRA,vag,"COVER ASSY, CYLINDER HEAD",0.799,0.0
8N0881805BR25D,vag,"COVER ASSY, CYLINDER HEAD",0.193,0.0
8N0881805BS25D,vag,"SEAT PANEL, CUSHION",0.193,0.0
8N0881806AM26E,vag,"SEAT PANEL, CUSHION",0.193,0.0
8N0881806AR27F,vag,"SEAT PANEL, CUSHION",0.845,0.0
8N0881806AT7NE,vag,"SEAT PANEL, CUSHION",0.799,0.0
8N0881806BC26E,vag,"COVER ASSY, CYLINDER HEAD",0.673,0.0
8N0881806BE26E,vag,"SEAT PANEL, CUSHION",0.193,0.0
8N0881806BG27F,vag,"COVER ASSY, CYLINDER HEAD",0.845,0.0
8N0881806BR25D,vag,"DISC ASSY, MAGNET CLUTCH",0.673,0.0
8N0881806BS25D,vag,"COVER ASSY, CYLINDER HEAD",0.193,0.0
8N0881806CA25D,vag,"COVER ASSY, CYLINDER HEAD",0.193,0.0
8N0881806T26E,vag,"SEAT PANEL, CUSHION",0.673,0.0
8N08819204PK,vag,"GUIDE RAIL, SUNROOF",0.023,0.0
8N0881920B4PK,vag,"GUIDE RAIL, SUNROOF",0.019,0.0
8N0881920C4PK,vag,"GUIDE RAIL, SUNROOF",0.019,0.0
8N0881921B73G,vag,"SEAT PANEL, CUSHION",0.121,0.0
8N0881921C25D,vag,"SEAT PANEL, CUSHION",0.121,0.0
8N0881921C26E,vag,"SEAT PANEL, CUSHION",0.121,0.0
8N0881921D27F,vag,"SEAT PANEL, CUSHION",0.121,0.0
8N0881956,vag,HOLDER FOR CANDLE HIGH VOLTAGE WIRES,0.011,0.0
8N0881985,vag,"CABLE ASSY, SPIRAL",0.069,0.0
8N0906029,vag,"BRACKET, DOOR CHECK ASSY",0.024,0.0
8N0907371,vag,"BOLT, HULTER SPARE WHEEL",0.022,0.0
8N0919721C01C,vag,"SWITCH ASSY, POWER SEAT",0.041,0.0
8N0919889,vag,ANTENNA ROD,0.072,0.0
8N0927134B98,vag,"SWITCH ASSY, POWER SEAT",0.044,0.0
8N0937550F,vag,"CLAMP, BONNET SUPPORT ROD",0.253,0.0
8N0937589A,vag,"SEAT PANEL, CUSHION",0.262,0.0
8N0937601,vag,"BOLT, HULTER SPARE WHEEL",0.378,0.0
8N0937602,vag,"BOLT, HULTER SPARE WHEEL",0.428,0.0
8N0937603,vag,"BOLT, HULTER SPARE WHEEL",0.693,0.0
8N0937617,vag,"RETAINER, DOOR WINDOW",0.242,0.0
8N0941003BG,vag,HEADLAMP ASSY,3.85,15.0
8N0941003BK,vag,HEADLAMP ASSY,4.125,15.0
8N0941003BP,vag,HEADLAMP ASSY,4.114,15.0
8N0941004BG,vag,HEADLAMP ASSY,3.85,15.0
8N0941004BK,vag,HEADLAMP ASSY,4.125,15.0
8N0941004BP,vag,HEADLAMP ASSY,4.125,15.0
8N0941158C,vag,"CAP, METAL",0.11,0.0
8N0941159A,vag,"COVER ASSY, STEP PLATE",0.022,15.0
8N0941159C,vag,"CAP, METAL",0.11,0.0
8N0941453,vag,"BRACKET, RETAINER HEADLAMP",0.021,0.0
8N0941454,vag,"BRACKET, DOOR CHECK ASSY",0.02,0.0
8N0941515AB98,vag,"SEAT PANEL, CUSHION",0.01,0.0
8N0945096,vag,"LAMP ASSY, REAR",1.646,5.0
8N0945191,vag,"GASKET, M/T OIL PAN",0.044,0.12
8N0951185B,vag,"BRACKET, DOOR CHECK ASSY",0.055,0.0
8N0951185E,vag,"BOLT, HULTER SPARE WHEEL",0.198,0.0
8N0951186,vag,"BRACKET, DOOR CHECK ASSY",0.054,0.0
8N0951285C,vag,"BOLT, HULTER SPARE WHEEL",0.075,0.0
8N0953547,vag,"SLEEVE COLLAR, GEARBOX HUB",0.001,0.003
8N0955665A,vag,"SUPPORT ASSY, INSULATOR",0.007,0.0
8N0955665C,vag,"SUPPORT ASSY, INSULATOR",0.004,0.0
8N095956501C,vag,"SWITCH ASSY, POWER SEAT",0.033,0.0
8N0959643A,vag,"SENSOR ASSY, LEAN MIXTURE",0.094,0.255
8N0959855AB98,vag,"SWITCH ASSY, POWER SEAT",0.017,0.0
8N0962107AB98,vag,"SWITCH ASSY, POWER SEAT",0.018,0.0
8N0971830,vag,"BRACKET, DOOR CHECK ASSY",0.007,0.0
8N0971830C,vag,"BOLT, HULTER SPARE WHEEL",0.098,0.0
8N0971883A,vag,"CAP, METAL",0.024,0.0
8N1422891AC,vag,"HOSE ASSY, WINDSHIELD WASHER",0.534,2.425
8N1422891D,vag,"HOSE ASSY, WINDSHIELD WASHER",0.21,0.955
8N1422891H,vag,"HOSE ASSY, WINDSHIELD WASHER",0.77,3.5
8N1422903,vag,"BRACKET, DOOR CHECK ASSY",0.127,0.0
8N1713303,vag,"CABLE ASSY, LUGGAGE DOOR",0.266,0.0
8N1713303A,vag,"CABLE ASSY, LUGGAGE DOOR",0.266,0.0
8N1819409,vag,"GUIDE RAIL, SUNROOF",0.223,0.0
8N1819415C01C,vag,"COVER ASSY, CYLINDER HEAD",0.547,0.0
8N1819446A,vag,"SEAT PANEL, CUSHION",0.015,0.0
8N1819655,vag,"GUIDE RAIL, SUNROOF",0.564,0.0
8N1819721A,vag,"GUIDE RAIL, SUNROOF",0.721,0.0
8N1820195,vag,"JOINT ASSY, KNUCKLE STEERING",0.111,0.0
8N1820741E,vag,"HOSE ASSY, WINDSHIELD WASHER",0.341,1.55
8N1820743D,vag,"HOSE ASSY, WINDSHIELD WASHER",0.82,3.725
8N1820743F,vag,"HOSE ASSY, WINDSHIELD WASHER",0.82,3.725
8N1857003A24A,vag,"PANEL ASSY, DASHBOARD PART",8.39,38.135
8N1880273B,vag,"BRACKET, DOOR CHECK ASSY",0.218,0.0
8N1880274B,vag,"BRACKET, DOOR CHECK ASSY",0.188,0.0
8N1906328F,vag,"BOLT, HULTER SPARE WHEEL",0.381,0.0
8N1927741A,vag,"BOLT, HULTER SPARE WHEEL",0.325,0.0
8N1941531B,vag,"SWITCH ASSY, POWER SEAT",0.209,0.0
8N1955225,vag,"COVER ASSY, STEP PLATE",0.013,15.0
8N1955407D,vag,"LINK ASSY, WINDSHIELD WIPER",0.44,0.0
8N1955408D,vag,"LINK ASSY, WINDSHIELD WIPER",0.44,0.0
8N1955634A,vag,"BOLT, HULTER SPARE WHEEL",0.099,0.0
8N2713139CQTP,vag,"BUTTON, RADIO RECEIVER",0.11,0.0
8N2713303,vag,"CABLE ASSY, LUGGAGE DOOR",0.266,0.0
8N2955407D,vag,"LINK ASSY, WINDSHIELD WIPER",0.44,0.0
8N7010164E,vag,"STICKER, LABEL",0.002,0.006
8N7035849C,vag,ANTENNA ROD,0.044,0.0
8N7199401,vag,"SUPPORT ASSY, INSULATOR",0.48,0.0
8N7802951,vag,"BRACKET, DOOR CHECK ASSY",1.179,0.0
8N7802952,vag,"BRACKET, DOOR CHECK ASSY",1.179,0.0
8N7804372F,vag,"BRACKET, DOOR CHECK ASSY",1.191,0.0
8N7804535A,vag,"PLATE, ENGINE END",0.002,0.0
8N7804888A,vag,"SUPPORT ASSY, INSULATOR",0.229,0.0
8N7810201,vag,"SUPPORT ASSY, INSULATOR",0.413,0.0
8N7810202,vag,"SUPPORT ASSY, INSULATOR",0.413,0.0
8N7810632A,vag,"SUPPORT ASSY, INSULATOR",0.189,0.0
8N7810647A,vag,"PLATE, ENGINE END",1.128,0.0
8N7810648A,vag,"PLATE, ENGINE END",1.128,0.0
8N7813663A,vag,"BRACKET, DOOR CHECK ASSY",0.986,0.0
8N7813664A,vag,"BRACKET, DOOR CHECK ASSY",0.986,0.0
8N7825597C,vag,"HOSE ASSY, WINDSHIELD WASHER",0.083,0.375
8N7827299A,vag,"HINGE LID, GLOVE BOX",0.888,0.0
8N7827300A,vag,"HINGE LID, GLOVE BOX",0.879,0.0
8N7827531B,vag,"CABLE ASSY, LUGGAGE DOOR",0.22,0.0
8N7827705G,vag,GASKET RUBBER SEAL,0.96,2.619
8N7827933CGRU,vag,"MOULDING ASSY, BUMPER COVER",2.816,25.0
8N7837029B,vag,"RETAINER, BOARD DOOR PANEL TRIM",0.028,0.0
8N7837103A,vag,"PLATE, ENGINE END",0.014,0.0
8N7845543,vag,"PLATE, ENGINE END",0.022,0.0
8N7853447G,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8N7853447H,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8N7853448G,vag,"DISC ASSY, MAGNET CLUTCH",0.006,0.0
8N7853448H,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8N7853785A,vag,"COVER ASSY, CYLINDER HEAD",2.119,0.0
8N785751101C,vag,OUTER MIRROR ASSY,0.297,0.0
8N7857705DV04,vag,SEAT BELT,1.287,0.0
8N7857705EV04,vag,SEAT BELT,1.293,0.0
8N7857956A,vag,"BRACKET, DOOR CHECK ASSY",0.605,0.0
8N7871167,vag,"PIN, BRAKE CALIPER",0.024,0.0
8N7871401,vag,LOCK ASSY,0.99,0.0
8N7871405,vag,"BRACKET, DOOR CHECK ASSY",0.183,0.0
8N7871406,vag,"BRACKET, DOOR CHECK ASSY",0.182,0.0
8N7871415A,vag,GASKET RUBBER SEAL,0.094,0.255
8N7871416A,vag,GASKET RUBBER SEAL,0.088,0.24
8N7871419,vag,"GASKET, M/T OIL PAN",0.145,0.396
8N7871420,vag,"GASKET, M/T OIL PAN",0.145,0.396
8N7871443,vag,"PLATE, ENGINE END",0.127,0.0
8N7871444,vag,"PLATE, ENGINE END",0.127,0.0
8N7871444A,vag,"PLATE, ENGINE END",0.128,0.0
8N7871455,vag,"GASKET, M/T OIL PAN",0.139,0.378
8N7871456,vag,"GASKET, M/T OIL PAN",0.139,0.378
8N7871515A,vag,"CABLE ASSY, SPIRAL",0.011,0.0
8N7871539,vag,PLUG,0.013,0.0
8N7871793,vag,EXHAUST PIPE ASSY,0.29,0.0
8N7871794,vag,EXHAUST PIPE ASSY,0.29,0.0
8N7871799,vag,"CLIP, METAL",0.006,0.015
8N7871808,vag,"VALVE ASSY, OIL CHECK",0.171,0.0
8N7880117A,vag,"SLEEVE COLLAR, GEARBOX HUB",0.034,0.093
8N7907317,vag,"SWITCH ASSY, POWER SEAT",0.029,0.0
8N7907953,vag,RELAY,0.048,0.0
8N7915355,vag,"SUPPORT ASSY, INSULATOR",0.105,0.0
8N7915356B,vag,"SUPPORT ASSY, INSULATOR",0.069,0.0
8N7915357,vag,"SUPPORT ASSY, INSULATOR",0.051,0.0
8N7915358B,vag,"SUPPORT ASSY, INSULATOR",0.069,0.0
8N7915435,vag,"SEAT PANEL, CUSHION",0.084,0.0
8N7945427A,vag,"CAP, METAL",0.022,0.0
8N7959699,vag,"SWITCH ASSY, POWER SEAT",0.015,0.0
8N7959727B98,vag,"SWITCH ASSY, POWER SEAT",0.021,0.0
8N7959986,vag,"SWITCH ASSY, POWER SEAT",0.008,0.0
8N7962127B98,vag,"SWITCH ASSY, POWER SEAT",0.022,0.0
8N8803769,vag,"PLATE, ENGINE END",0.297,0.0
8N8803770,vag,"PLATE, ENGINE END",0.297,0.0
8N8804373B,vag,"BRACKET, DOOR CHECK ASSY",0.66,0.0
8N8809347A,vag,"PLATE, ENGINE END",1.738,0.0
8N8809348A,vag,"PLATE, ENGINE END",1.747,0.0
8N8809523,vag,"PLATE, ENGINE END",0.158,0.0
8N8809524,vag,"PLATE, ENGINE END",0.158,0.0
8N8810117,vag,"PLATE, ENGINE END",0.031,0.0
8N8813545,vag,"PLATE, ENGINE END",0.186,0.0
8N8813546,vag,"PLATE, ENGINE END",0.191,0.0
8N8827299C,vag,"HINGE LID, GLOVE BOX",0.693,0.0
8N8827300C,vag,"HINGE LID, GLOVE BOX",0.711,0.0
8N8827531B,vag,"CABLE ASSY, LUGGAGE DOOR",0.282,0.0
8N8827669,vag,"GASKET, M/T OIL PAN",0.193,0.525
8N8827933CGRU,vag,"MOULDING ASSY, BUMPER COVER",2.915,25.0
8N8827933EGRU,vag,"MOULDING ASSY, BUMPER COVER",0.99,25.0
8N8837477A,vag,"WEATHERSTRIP, DOOR GLASS",0.37,1.008
8N8837478A,vag,"WEATHERSTRIP, DOOR GLASS",0.37,1.008
8N8845501CNVB,vag,OUTER MIRROR GLASS,8.25,0.0
8N8857705FV04,vag,SEAT BELT,1.21,0.0
8N8857705GV04,vag,SEAT BELT,1.21,0.0
8N8857706FV04,vag,SEAT BELT,1.21,0.0
8N8857706GV04,vag,SEAT BELT,1.202,0.0
8N8862177,vag,ADAPTER,0.022,0.0
8N8885163,vag,"HINGE LID, GLOVE BOX",0.692,0.0
8N8885164,vag,"HINGE LID, GLOVE BOX",0.692,0.0
8N8885245,vag,"PLATE, ENGINE END",0.069,0.0
8N8885265,vag,"HINGE LID, GLOVE BOX",0.847,0.0
8N8885266,vag,"HINGE LID, GLOVE BOX",0.847,0.0
8N8885332,vag,"BRACKET, DOOR CHECK ASSY",0.326,0.0
8N8885733,vag,LOCK ASSY,0.308,0.0
8N8885734,vag,LOCK ASSY,0.308,0.0
8N8885805AC25D,vag,"COVER ASSY, CYLINDER HEAD",0.701,0.0
8N8885805N7NE,vag,"COVER ASSY, CYLINDER HEAD",0.701,0.0
8N8885805P26E,vag,"DISC ASSY, MAGNET CLUTCH",0.66,0.0
8N8885806AC25D,vag,"DISC ASSY, MAGNET CLUTCH",0.701,0.0
8N8885806N7NE,vag,"COVER ASSY, CYLINDER HEAD",0.748,0.0
8N8885806P26E,vag,"COVER ASSY, CYLINDER HEAD",0.574,0.0
8N8886373,vag,"CLIP, PLASTIC",0.006,0.015
8N8898935,vag,"LEVER ASSY, STARTER PINION DRIVE",0.065,0.0
8N8898936,vag,"LEVER ASSY, STARTER PINION DRIVE",0.065,0.0
8P0035503E,vag,ANTENNA ROD,0.01,0.0
8P0035503M,vag,ANTENNA ROD,0.009,0.0
8P0035613,vag,"COVER ASSY, CYLINDER HEAD",0.295,0.0
8P0253674A,vag,"JOINT ASSY, KNUCKLE STEERING",0.163,0.0
8P0253674B,vag,"JOINT ASSY, KNUCKLE STEERING",0.122,0.0
8P0253674E,vag,"JOINT ASSY, KNUCKLE STEERING",0.065,0.0
8P0411105,vag,"CABLE ASSY, SPIRAL",2.025,0.0
8P0411105A,vag,"CABLE ASSY, SPIRAL",2.563,0.0
8P0411105B,vag,"CABLE ASSY, SPIRAL",2.025,0.0
8P0411105C,vag,"CABLE ASSY, SPIRAL",2.025,0.0
8P0411105D,vag,"CABLE ASSY, SPIRAL",2.64,0.0
8P0411105E,vag,"CABLE ASSY, SPIRAL",2.438,0.0
8P0411105F,vag,"CABLE ASSY, SPIRAL",2.025,0.0
8P0411105G,vag,"CABLE ASSY, SPIRAL",2.438,0.0
8P0419250A,vag,"JOINT ASSY, KNUCKLE STEERING",1.211,0.0
8P04196894PK,vag,"RING SET, SYNCHRONIZER",0.032,0.087
8P0419689A4PK,vag,"RING SET, SYNCHRONIZER",0.039,0.105
8P0419689L91,vag,"RING SET, SYNCHRONIZER",0.032,0.087
8P0511115AA,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115AB,vag,"CABLE ASSY, SPIRAL",3.069,0.0
8P0511115AN,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115AP,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115AQ,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115BG,vag,"CABLE ASSY, SPIRAL",2.475,0.0
8P0511115BH,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115BJ,vag,"CABLE ASSY, SPIRAL",2.607,0.0
8P0511115BK,vag,"CABLE ASSY, SPIRAL",2.629,0.0
8P0511115BL,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115BM,vag,"CABLE ASSY, SPIRAL",3.069,0.0
8P0511115BN,vag,"CABLE ASSY, SPIRAL",3.069,0.0
8P0511115D,vag,"CABLE ASSY, SPIRAL",2.962,0.0
8P0511115E,vag,"CABLE ASSY, SPIRAL",3.122,0.0
8P0511115F,vag,"CABLE ASSY, SPIRAL",2.962,0.0
8P0511115G,vag,"CABLE ASSY, SPIRAL",2.73,0.0
8P0511115N,vag,"CABLE ASSY, SPIRAL",2.498,0.0
8P0511115P,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115Q,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115R,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0511115S,vag,"CABLE ASSY, SPIRAL",2.629,0.0
8P0511115T,vag,"CABLE ASSY, SPIRAL",2.365,0.0
8P0611671,vag,"CLIP, METAL",0.001,0.003
8P0615231A,vag,"PLATE, ENGINE END",0.01,0.0
8P0711303C,vag,"LEVER ASSY, CLUTCH RELEASE",1.133,0.0
8P0711463A4PK,vag,"DUST BOOT, GEAR SHIFT",0.015,0.042
8P0711464A4PK,vag,"DUST BOOT, GEAR SHIFT",0.015,0.042
8P0713169,vag,"SLEEVE COLLAR, GEARBOX HUB",0.006,0.015
8P0802846,vag,"JOINT ASSY, KNUCKLE STEERING",0.204,0.0
8P0803612,vag,"BRACKET, MUDGUARD ",0.617,0.0
8P0805029B,vag,"PLATE, ENGINE END",0.197,0.0
8P0805029D,vag,"PLATE, ENGINE END",0.002,0.0
8P0805030B,vag,"PLATE, ENGINE END",0.278,0.0
8P0805030E,vag,"PLATE, ENGINE END",0.288,0.0
8P0805127A,vag,"PLATE, ENGINE END",0.219,0.0
8P0805201A,vag,"PLATE, ENGINE END",0.304,0.0
8P0805965,vag,"REGULATOR ASSY, ALTERNATOR",0.057,0.0
8P0807105BGRU,vag,"COVER ASSY, CYLINDER HEAD",5.159,0.0
8P0807105CGRU,vag,"COVER ASSY, CYLINDER HEAD",5.159,0.0
8P0807105LGRU,vag,"COVER ASSY, CYLINDER HEAD",0.006,0.0
8P0807113F,vag,"RETAINER, SHAFT",2.299,0.0
8P0807241AGRU,vag,"COVER ASSY, CYLINDER HEAD",0.018,0.0
8P0807241CGRU,vag,"SEAT PANEL, CUSHION",0.02,0.0
8P0807287G3FZ,vag,"BRACKET, FAN SUPPORT",0.561,0.0
8P0807287GT94,vag,"JOINT ASSY, KNUCKLE STEERING",0.561,0.0
8P0807287J1QP,vag,"BRACKET, FAN SUPPORT",0.551,0.0
8P0807287J3FZ,vag,"BUSHING, STABILIZER",0.551,0.0
8P0807287JT94,vag,"JOINT ASSY, KNUCKLE STEERING",0.551,0.0
8P0807434E1RR,vag,"COVER ASSY, SPOILER",1.397,15.0
8P0807434F1RR,vag,"COVER ASSY, SPOILER",1.309,15.0
8P080781901C,vag,"COVER ASSY, CYLINDER HEAD",0.034,0.0
8P0807819A01C,vag,"DISC ASSY, MAGNET CLUTCH",0.023,0.0
8P080782001C,vag,"COVER ASSY, CYLINDER HEAD",0.014,0.0
8P080782301C,vag,"COVER ASSY, CYLINDER HEAD",0.064,0.0
8P080782401C,vag,"COVER ASSY, CYLINDER HEAD",0.025,0.0
8P080783301C,vag,"COVER ASSY, CYLINDER HEAD",0.163,0.0
8P0807833A01C,vag,"SEAT PANEL, CUSHION",0.152,0.0
